;SiteName: Dalby,,,,,,,,,,,,,,,,,,
;Memory: Hourly Data,,,,,,,,,,,,,,,,,,
;Date, Time,MAXIMUM Wind Speed,AVERAGE Wind Speed,STDEV Wind Speed,AVERAGE Wind Direction,AVERAGE Wind Direction DESCRIPTION,S THETA Wind Direction,MAXIMUM Peak Wind Gust,VWSP Inst  Wind Speed,VWDIR Inst  Wind Direction,VWDIR Inst  Wind Direction DESCRIPTION,AVERAGE Relative Humidity,AVERAGE Solar Radiation,TOTAL Rain Gauge,AVERAGE Air Temperature,CURRENT Evaporation,AVERAGE Dew Point,MINIMUM Battery Voltage
1/04/2016,0:00:00,5.7,3.2,0.7,271.6,W,19.7,7.1,3,268.4,W,82.5,0.5,0,15.7,-0.004,12.8,12.94
1/04/2016,1:00:00,5,2.8,1,246.6,WSW,25.2,5.9,2.6,241.4,WSW,84.9,0.5,0,15.7,-0.006,13.1,12.92
1/04/2016,2:00:00,5,3.3,0.7,256.8,WSW,10.2,5.9,3.2,257,WSW,90.5,0.5,0,15,-0.008,13.5,12.9
1/04/2016,3:00:00,4.6,3.4,0.5,253.4,WSW,12.1,5.9,3.3,253.5,WSW,93.4,0.5,0,14.8,-0.01,13.7,12.88
1/04/2016,4:00:00,4.4,3,0.5,272.1,W,24.1,4.7,2.7,271.6,W,96.8,0.5,0,15.3,-0.012,14.8,12.86
1/04/2016,5:00:00,7.6,5.3,1.2,291.3,WNW,6.3,9.5,5.3,290.9,WNW,97.2,0.5,0,15.7,-0.01,15.2,12.84
1/04/2016,6:00:00,4.8,3.8,0.4,289.3,WNW,6.3,5.9,3.8,289.3,WNW,98.3,0.7,0,15.6,-0.012,15.3,12.81
1/04/2016,7:00:00,10.7,7.2,1.4,280.2,W,7.5,13,7.2,279.6,W,99.1,61,0,16.4,-0.009,16.2,12.82
1/04/2016,8:00:00,12.2,9.1,1.5,250.3,WSW,15.8,16.6,8.8,249.3,WSW,95.2,259.1,0,19.5,0.114,18.6,13.67
1/04/2016,9:00:00,13.7,9.7,2.1,209.5,SSW,18.1,17.8,9.3,211,SSW,84.8,485.5,0,23.3,0.28,20.6,13.81
1/04/2016,10:00:00,12.8,8.3,2.1,184.5,S,38.7,16.6,6.8,187.3,S,72.4,691.8,0,25.8,0.454,20.5,13.79
1/04/2016,11:00:00,13.3,5.9,2.7,188.7,S,78.4,16.6,2.7,192.6,SSW,65.8,550.8,0,27.1,0.409,20.1,13.77
1/04/2016,12:00:00,12,5.4,2.2,149.1,SSE,85,16.6,2.1,82.7,E,55.5,859.2,0,29.2,0.624,19.4,13.79
1/04/2016,13:00:00,11.9,6.8,2.7,139.9,SE,78.2,20.1,3.1,70.9,ENE,50.4,893.3,0,30.5,0.674,19,13.77
1/04/2016,14:00:00,9.8,5.6,2.3,93.6,E,54.7,15.4,4.2,35.6,NE,48.5,705.2,0,31.3,0.564,19.2,13.79
1/04/2016,15:00:00,13.6,5.9,2.5,182.9,S,86.1,17.8,2.2,337.3,NNW,48.9,557.6,0,30.8,0.446,18.8,13.73
1/04/2016,16:00:00,9.1,4.3,1.6,147.8,SSE,85,11.8,1.5,98.5,E,45.7,448.1,0,31.5,0.363,18.4,13.61
1/04/2016,17:00:00,10,5.3,2.2,234,SW,57.8,13,3.8,327,NNW,45.5,239.8,0,30.6,0.221,17.5,13.67
1/04/2016,18:00:00,7,3.2,1.7,302.4,WNW,29.6,8.3,2.9,321.4,NW,48,32.5,0,29.1,0.072,17,13.04
1/04/2016,19:00:00,6.9,2.7,1.6,230,SW,40.4,8.3,2.5,216.1,SW,59.9,0.6,0,25,0.009,16.6,13.02
1/04/2016,20:00:00,8.2,5.7,1.1,207.3,SSW,9.4,10.6,5.6,208.3,SSW,65.8,0.5,0,24.2,0.03,17.4,13
1/04/2016,21:00:00,12.1,8.5,1.7,210.6,SSW,10.8,18.9,8.3,209.6,SSW,68.1,0.5,0,23.6,0.044,17.4,12.98
1/04/2016,22:00:00,12.8,9.2,1.7,203.6,SSW,8.5,16.6,9.1,204.1,SSW,74.9,0.5,0,22.8,0.036,18.1,12.98
1/04/2016,23:00:00,7.3,4.5,0.9,211.5,SSW,16.4,9.5,4.4,211.9,SSW,83.5,0.5,0,20.8,0.003,17.9,12.94
2/04/2016,0:00:00,4.2,2.6,0.7,267.8,W,31.7,4.7,2.3,259.6,W,87.8,0.5,0,19.3,-0.007,17.2,12.94
2/04/2016,1:00:00,4.3,2,1.1,93.1,E,44.9,4.7,1.6,42.8,NE,89.5,0.5,0,18.2,-0.01,16.5,12.92
2/04/2016,2:00:00,4.2,2.7,0.7,287.9,WNW,16.5,4.7,2.6,342.3,NNW,92.8,0.5,0,16.8,-0.01,15.6,12.9
2/04/2016,3:00:00,3.4,1.8,0.9,292.7,WNW,17.3,3.5,1.7,342.2,NNW,94.4,0.5,0,16.4,-0.012,15.5,12.88
2/04/2016,4:00:00,4.1,1.4,1.1,279.2,W,35.7,4.7,1.3,323.8,NW,95.2,0.5,0,15.7,-0.013,14.9,12.86
2/04/2016,5:00:00,2.5,1,0.6,243.6,WSW,65.8,3.5,0.7,282.5,WNW,96.9,0.5,0,15,-0.014,14.5,12.82
2/04/2016,6:00:00,1.7,0.5,0.5,229.9,SW,78,2.4,0.2,291.8,WNW,97.2,0.7,0,14.5,-0.015,14,12.81
2/04/2016,7:00:00,3.1,1.3,0.7,201.5,SSW,44.7,3.5,1,208.6,SSW,98,62.7,0,15,-0.012,14.7,12.81
2/04/2016,8:00:00,6.3,3,1.5,192,SSW,60.2,8.3,1.8,166.3,SSE,92.5,258.7,0,19.5,0.127,18.2,13.71
2/04/2016,9:00:00,10.9,7.6,1.8,145.2,SE,21.5,14.2,7.1,143.9,SE,83.7,478.2,0,22.7,0.279,19.7,13.81
2/04/2016,10:00:00,12.5,9.4,1.7,144.9,SE,24.8,20.1,8.6,145.5,SE,69.4,671,0,25.9,0.444,19.8,13.79
2/04/2016,11:00:00,15.7,10,2.6,131.8,SE,35.5,20.1,8.4,128.9,SE,62.9,812.5,0,28.2,0.573,20.4,13.79
2/04/2016,12:00:00,14.6,7.4,3,124.6,SE,54.5,17.8,5.1,116.5,ESE,59.4,872.8,0,29.9,0.644,21.1,13.79
2/04/2016,13:00:00,14.3,7.4,3,96.6,E,50.9,17.8,5.8,73.9,ENE,53.4,905.8,0,31.9,0.698,21.2,13.79
2/04/2016,14:00:00,13.1,6.9,2.7,175.7,S,71,20.1,3.7,349.4,N,48.7,819,0,32.4,0.646,20.2,13.79
2/04/2016,15:00:00,12.9,6,3,251.5,WSW,61.1,17.8,4.1,300.1,WNW,48,510,0,32.2,0.433,19.8,13.61
2/04/2016,16:00:00,12.1,6.3,2.8,249.5,WSW,52.8,15.4,4.8,313.7,NW,44.5,487.8,0,32.8,0.412,19.1,13.77
2/04/2016,17:00:00,13.3,7.8,3.4,285.9,WNW,44.2,17.8,6.5,309.4,NW,43.2,249.2,0,32.5,0.264,18.4,13.47
2/04/2016,18:00:00,9.9,6,1.7,310.6,NW,19.1,13,5.7,325.7,NW,43.5,45.7,0,31.2,0.117,17.3,13.04
2/04/2016,19:00:00,5.6,3.4,0.8,312.8,NW,15.9,7.1,3.3,336.1,NNW,51.5,0.6,0,27.6,0.025,16.7,13.02
2/04/2016,20:00:00,4.8,3.4,0.8,302.8,WNW,40.8,5.9,2.7,312.8,NW,57.7,0.5,0,25,0.019,16,13
2/04/2016,21:00:00,10.4,3.8,2.4,279.9,W,11.4,15.4,3.7,277.3,W,66.2,0.5,0,22.3,0.013,15.7,12.98
2/04/2016,22:00:00,4.7,3.7,0.6,250,WSW,25.5,5.9,3.3,251.8,WSW,72.1,0.5,0,20.8,0.008,15.6,12.96
2/04/2016,23:00:00,6,3.4,1.3,171.7,S,34.3,7.1,2.9,176,S,76.2,0.5,0,20.8,0.003,16.5,12.94
3/04/2016,0:00:00,3.8,2,0.9,261.1,W,48.9,4.7,1.6,285.4,WNW,79.4,0.5,0,19.3,-0.007,15.7,12.94
3/04/2016,1:00:00,4,1.9,0.9,215.7,SW,72.7,4.7,1,353.3,N,82.1,0.5,0,18.3,-0.008,15.2,12.92
3/04/2016,2:00:00,3.4,1.4,0.9,87.6,E,24.1,3.5,1.3,21.5,NNE,85.5,0.5,0,17.1,-0.011,14.7,12.9
3/04/2016,3:00:00,3.5,1.5,1,248.8,WSW,45.9,4.7,1.1,326.3,NNW,89,0.5,0,16.2,-0.012,14.4,12.86
3/04/2016,4:00:00,4,1.3,1,191.4,SSW,66.6,4.7,0.9,5.8,N,90.2,0.5,0,15.8,-0.012,14.2,12.84
3/04/2016,5:00:00,3.9,1.8,1.1,76.2,ENE,27.8,4.7,1.7,25.5,NNE,93.9,0.5,0,15.5,-0.012,14.5,12.82
3/04/2016,6:00:00,3.7,1.1,1,271,W,42.5,4.7,1,260.2,W,94.8,0.7,0,14.8,-0.014,14,12.81
3/04/2016,7:00:00,3.4,1.5,0.7,220.5,SW,40.9,4.7,1.2,232.3,SW,95.6,58.6,0,15.3,-0.014,14.6,12.81
3/04/2016,8:00:00,4.8,2.2,0.7,222.4,SW,62.4,8.3,1.1,242.6,WSW,86.7,256.4,0,20.8,0.133,18.4,13.73
3/04/2016,9:00:00,9.6,5.4,1.7,128.2,SE,37.8,13,4.5,128.1,SE,75.8,474.3,0,23.6,0.295,19.1,13.79
3/04/2016,10:00:00,7.2,3.4,1.4,184,S,100.9,8.3,0.2,148.1,SSE,67,667,0,26.2,0.454,19.6,13.79
3/04/2016,11:00:00,9.5,4.4,1.9,210.3,SSW,84.3,13,1.9,279.6,W,61.9,806.2,0,28.4,0.578,20.4,13.79
3/04/2016,12:00:00,16.1,7.8,3.1,258.7,WSW,47,18.9,5.9,268.4,W,57.5,874.2,0,29.8,0.645,20.4,13.79
3/04/2016,13:00:00,14.3,8.6,2.4,251.6,WSW,42.1,20.1,6.9,255.9,WSW,51,867.9,0,31.4,0.674,20,13.79
3/04/2016,14:00:00,15.4,9.7,3,238.8,WSW,42.2,21.3,7.9,247.2,WSW,45.9,771.9,0,32.4,0.629,19.2,13.77
3/04/2016,15:00:00,19.8,10.9,3.4,238.2,WSW,36,36.7,9.3,238.4,WSW,43.8,517,0,32.5,0.486,18.6,13.63
3/04/2016,16:00:00,19.9,12.7,2.5,232,SW,25.7,33.1,11.6,231,SW,42.5,456.5,0,32.4,0.444,18,13.79
3/04/2016,17:00:00,20.5,14.6,2.7,224.3,SW,16.4,26,14,224.5,SW,43.8,200.7,0,31.2,0.3,17.5,13.34
3/04/2016,18:00:00,20.6,15.8,2.4,200.6,SSW,9.5,28.4,15.6,200.6,SSW,52.6,39.2,0,28.9,0.185,18.2,13.04
3/04/2016,19:00:00,22.1,12.6,2.6,202.4,SSW,8.1,28.4,12.4,202.6,SSW,58.6,0.6,0,27.1,0.1,18.3,13.02
3/04/2016,20:00:00,22.5,16.8,2.8,199.1,SSW,8.9,31.9,16.6,199.2,SSW,64.4,0.5,0,25.4,0.106,18.2,13
3/04/2016,21:00:00,19.5,12.9,2.4,192.8,SSW,9.3,26,12.8,192.8,SSW,71.9,0.5,0,23.7,0.06,18.3,12.98
3/04/2016,22:00:00,17,13.3,2,199.6,SSW,9.4,21.3,13.1,199.8,SSW,78.4,0.5,0,22.3,0.043,18.4,12.98
3/04/2016,23:00:00,18.7,12.4,2.5,197.2,SSW,10.7,22.5,12.2,198.2,SSW,84.4,0.5,0,21.3,0.025,18.6,12.96
4/04/2016,0:00:00,11.5,7.8,1.4,196.2,SSW,10.1,16.6,7.7,196.3,SSW,87.7,0.5,0,20.5,0.007,18.4,12.94
4/04/2016,1:00:00,9.1,6.1,1.5,222.9,SW,17.8,11.8,5.8,219.5,SW,91.1,0.5,0,19.8,-0.002,18.3,12.92
4/04/2016,2:00:00,5,3.9,0.6,261.4,W,11.2,7.1,3.9,261.9,W,94.5,0.5,0,18.3,-0.009,17.4,12.9
4/04/2016,3:00:00,4.6,2.8,0.9,273,W,18.6,4.7,2.7,273.1,W,95.4,0.5,0,17.4,-0.011,16.6,12.88
4/04/2016,4:00:00,5.9,3.4,1,299,WNW,9.2,8.3,3.3,298.2,WNW,95.6,0.5,0,17,-0.011,16.2,12.86
4/04/2016,5:00:00,6.7,4.9,1.3,278.1,W,13.3,8.3,4.7,280.5,W,96.3,0.5,0,16.8,-0.01,16.2,12.82
4/04/2016,6:00:00,5.4,3.9,1,263.4,W,9.6,7.1,3.9,263.9,W,98.3,0.7,0,15.8,-0.012,15.5,12.81
4/04/2016,7:00:00,9.9,6.1,2.5,275.6,W,7.6,13,6,276.4,W,98.5,56.9,0,16.8,-0.011,16.5,12.81
4/04/2016,8:00:00,13.7,9.8,1.6,260.2,W,16.6,18.9,9.4,258.9,W,89.5,248.8,0,20.2,0.12,18.4,13.69
4/04/2016,9:00:00,22.8,14.9,2.6,220.4,SW,17.1,29.6,14.3,220.1,SW,78,466.9,0,23.1,0.275,19,13.79
4/04/2016,10:00:00,25.6,15.7,2.8,218.6,SW,17.2,33.1,15.1,219.6,SW,70.4,663.5,0,25.5,0.424,19.7,13.79
4/04/2016,11:00:00,21.3,15.4,2.8,217.8,SW,20,27.2,14.5,217.9,SW,65.5,692.8,0,26.8,0.482,19.8,13.79
4/04/2016,12:00:00,22.7,15.9,2.7,229,SW,20.8,27.2,14.9,229,SW,62.1,757.9,0,27.8,0.538,19.9,13.79
4/04/2016,13:00:00,19.8,14.4,2.8,224.3,SW,24.3,26,13.2,223.8,SW,58.8,669.4,0,28.5,0.512,19.7,13.79
4/04/2016,14:00:00,24.7,14.6,3.7,222,SW,24.6,35.5,13.4,219.1,SW,52.4,642.7,0,29.4,0.525,18.7,13.79
4/04/2016,15:00:00,21.3,15.3,2.9,220.3,SW,20.6,26,14.4,220.3,SW,51.4,532.4,0,29.6,0.464,18.5,13.75
4/04/2016,16:00:00,21.1,15,3.2,228.9,SW,18.1,28.4,14.3,229.5,SW,52.3,365.9,0,29,0.359,18.3,13.75
4/04/2016,17:00:00,22.4,16.1,2.8,218.8,SW,16.8,27.2,15.4,219.8,SW,53,210,0,28.3,0.267,17.8,13.49
4/04/2016,18:00:00,21.1,13.3,2.6,212.6,SSW,9.8,28.4,13.1,213.2,SSW,55.3,37.1,0,26.7,0.147,17,13.04
4/04/2016,19:00:00,17,10.1,1.8,208.7,SSW,8.4,20.1,10,209.3,SSW,58.5,0.5,0,24.9,0.077,16.2,13.02
4/04/2016,20:00:00,10.5,7.4,1.5,215.3,SW,11.4,15.4,7.3,214.3,SW,64.3,0.5,0,23.2,0.043,16.1,13.02
4/04/2016,21:00:00,12.7,8.6,1.8,226.8,SW,9.3,15.4,8.5,227.1,SW,67.7,0.5,0,22.1,0.043,15.9,13
4/04/2016,22:00:00,11.8,8.4,1.6,218.1,SW,11.6,15.4,8.2,217.1,SW,70.9,0.5,0,20.9,0.036,15.5,12.98
4/04/2016,23:00:00,8.6,6.5,1,227.8,SW,12.1,10.6,6.4,227.1,SW,76.6,0.5,0,19.3,0.017,15,12.96
5/04/2016,0:00:00,10.2,7.5,1.1,220.6,SW,10.9,11.8,7.3,220.1,SW,80.5,0.5,0,19,0.015,15.5,12.94
5/04/2016,1:00:00,8.9,6.4,1.4,236.7,WSW,16,10.6,6.2,234.7,SW,85,0.5,0,18,0.006,15.5,12.92
5/04/2016,2:00:00,8.3,5.4,1.1,260.5,W,9.4,9.5,5.4,260.4,W,89.3,0.5,0,16.8,-0.002,15,12.9
5/04/2016,3:00:00,7.4,5.6,1.1,262.2,W,9.3,9.5,5.5,262.7,W,90.9,0.5,0,16.5,-0.004,15.1,12.86
5/04/2016,4:00:00,3.8,2.8,0.8,266.7,W,32.6,4.7,2.5,268.9,W,92.7,0.5,0,15.2,-0.01,14.1,12.84
5/04/2016,5:00:00,6.6,4,1.3,274.7,W,13.7,8.3,3.9,275,W,93.8,0.5,0,14.4,-0.009,13.4,12.81
5/04/2016,6:00:00,6.5,4.5,1.3,272.7,W,9.3,8.3,4.4,272.8,W,94.3,0.6,0,14.1,-0.009,13.2,12.79
5/04/2016,7:00:00,10.6,6.5,2.1,271.5,W,10,13,6.4,273.1,W,93.9,56.1,0,14.7,-0.009,13.7,12.79
5/04/2016,8:00:00,14.6,10,2,254.7,WSW,15.1,20.1,9.6,253.5,WSW,86.9,247.6,0,18.2,0.115,16,13.77
5/04/2016,9:00:00,20.3,16.3,2.3,240.4,WSW,15.4,27.2,15.7,240,WSW,74.9,470.7,0,21.7,0.271,17.1,13.81
5/04/2016,10:00:00,22.8,17.9,1.9,220.2,SW,17.8,33.1,17,220,SW,64.2,664.3,0,24.4,0.427,17.2,13.81
5/04/2016,11:00:00,21.2,15.3,2.7,231,SW,20.2,26,14.4,230.9,SW,54.8,807.8,0,26.1,0.557,16.3,13.81
5/04/2016,12:00:00,19,12.3,3.3,229.2,SW,30.6,23.7,10.9,229.6,SW,50.6,876.9,0,27.5,0.628,16.3,13.81
5/04/2016,13:00:00,18.6,11.3,3.3,244.3,WSW,29.7,28.4,9.9,246.1,WSW,45.2,869.3,0,28.8,0.653,15.8,13.79
5/04/2016,14:00:00,21.5,12.8,3.6,254.7,WSW,25,34.3,11.8,254.6,WSW,43.8,783.9,0,29.6,0.619,16,13.79
5/04/2016,15:00:00,21,14.4,3.4,248.2,WSW,24.4,29.6,13.2,249.2,WSW,43.7,634,0,29.7,0.537,16,13.79
5/04/2016,16:00:00,19.7,14.2,3.2,232.4,SW,20,27.2,13.5,231.6,SW,44.4,434.6,0,29.3,0.412,15.9,13.79
5/04/2016,17:00:00,20.1,14.8,2.6,228.9,SW,17.4,26,14.1,228.6,SW,45.5,216.6,0,28.4,0.282,15.5,13.77
5/04/2016,18:00:00,16.8,13.2,1.8,218.7,SW,10.7,21.3,12.9,219.2,SW,49.4,38.4,0,26.7,0.162,15.2,13.04
5/04/2016,19:00:00,13.8,9.3,2,211.5,SSW,7.9,17.8,9.2,212,SSW,55.3,0.5,0,24.5,0.075,14.9,13.02
5/04/2016,20:00:00,10.9,7.7,1.3,204.8,SSW,11.7,14.2,7.5,205.3,SSW,61.8,0.5,0,22.6,0.048,14.9,13
5/04/2016,21:00:00,14.8,11,1.9,196.4,SSW,8.3,20.1,10.8,196,SSW,71.2,0.5,0,21.9,0.049,16.5,13
5/04/2016,22:00:00,12.2,8.3,1.2,207.3,SSW,11.2,15.4,8.2,207.1,SSW,75,0.5,0,20.5,0.028,15.9,12.98
5/04/2016,23:00:00,8.7,5.6,1.8,203.2,SSW,15.2,10.6,5.4,206.7,SSW,80,0.5,0,18.8,0.009,15.2,12.96
6/04/2016,0:00:00,4.9,2,1.4,221.9,SW,40.6,5.9,1.7,217.3,SW,86.1,0.5,0,16.6,-0.009,14.2,12.94
6/04/2016,1:00:00,4.3,2.4,1.3,267.2,W,38.3,4.7,2,283.8,WNW,88.4,0.5,0,14.8,-0.009,13,12.92
6/04/2016,2:00:00,6,4.4,0.7,255.6,WSW,15.7,7.1,4.3,257.3,WSW,93.4,0.5,0,13.7,-0.008,12.6,12.88
6/04/2016,3:00:00,4.1,2.2,1.1,255.5,WSW,40.7,5.9,1.8,253,WSW,94.5,0.5,0,13.1,-0.012,12.2,12.86
6/04/2016,4:00:00,4.8,3,0.8,269.2,W,9.7,5.9,2.9,269.9,W,95.5,0.5,0,12.4,-0.011,11.7,12.82
6/04/2016,5:00:00,5.7,3.5,0.9,273,W,22.2,5.9,3.2,274.8,W,97,0.5,0,12.3,-0.012,11.9,12.81
6/04/2016,6:00:00,5.1,3.7,0.9,261.8,W,24.3,5.9,3.4,259.2,W,96.9,0.6,0,12.3,-0.011,11.8,12.77
6/04/2016,7:00:00,5.5,4.4,0.5,255.5,WSW,15.4,7.1,4.3,255.5,WSW,98.2,57.9,0,13.2,-0.014,12.8,12.77
6/04/2016,8:00:00,15,8.7,2.6,217.2,SW,17.3,18.9,8.4,214.8,SW,93,255.5,0,18.4,0.11,17.1,13.81
6/04/2016,9:00:00,19.6,14.8,2.8,204.7,SSW,12.5,24.9,14.4,205,SSW,81.4,481.4,0,22.5,0.268,19.2,13.81
6/04/2016,10:00:00,19.5,15,1.8,202.2,SSW,17.9,26,14.3,202.5,SSW,68.6,674.9,0,25,0.43,18.8,13.79
6/04/2016,11:00:00,16.1,12.2,2.3,194,SSW,25.9,24.9,11,193,SSW,58,814.5,0,26.9,0.565,18,13.79
6/04/2016,12:00:00,17.2,10.8,2.7,212.3,SSW,28.8,22.5,9.6,214.1,SW,51.5,885.7,0,28.4,0.644,17.4,13.79
6/04/2016,13:00:00,18.2,11.5,3,232.9,SW,38,28.4,9.3,234.9,SW,48.2,875.7,0,29.4,0.659,17.3,13.79
6/04/2016,14:00:00,18.5,11.4,3.3,233.6,SW,26.7,24.9,10.3,235,SW,45.4,791.6,0,30.2,0.622,17.1,13.79
6/04/2016,15:00:00,18.2,10.1,3,214.1,SW,32.7,22.5,8.7,211.7,SSW,42.6,639.8,0,30.7,0.53,16.5,13.79
6/04/2016,16:00:00,17.5,9.9,2.6,203,SSW,28.2,21.3,8.8,201.6,SSW,42.6,438.5,0,30.5,0.398,16.4,13.79
6/04/2016,17:00:00,13.4,8.6,2.2,197.8,SSW,26.1,17.8,7.8,196.8,SSW,42.4,218.7,0,29.6,0.242,15.5,13.79
6/04/2016,18:00:00,10.2,6.1,1.3,207.5,SSW,9.1,13,6.1,207.8,SSW,45.8,39.3,0,27,0.1,14.3,13.04
6/04/2016,19:00:00,7.5,5.9,0.7,210.8,SSW,7.3,9.5,5.9,210.7,SSW,54,0.5,0,24.1,0.046,14.2,13.02
6/04/2016,20:00:00,6.7,5,1,206.9,SSW,12.6,9.5,4.9,206.1,SSW,62.1,0.5,0,22.2,0.026,14.6,13
6/04/2016,21:00:00,9.1,6.8,1.1,190,S,6.6,13,6.8,189.8,S,66.1,0.5,0,21.9,0.034,15.2,13
6/04/2016,22:00:00,14.8,9.9,2,181.9,S,7.4,20.1,9.8,182.4,S,69.3,0.5,0,22,0.048,16.1,12.98
6/04/2016,23:00:00,9.8,5,1.8,151.6,SSE,17.4,11.8,4.7,154,SSE,75,0.5,0,20.1,0.012,15.5,12.96
7/04/2016,0:00:00,4.7,2.3,1.4,203.9,SSW,92.9,5.9,1.2,177.4,S,82.5,0.5,0,17.3,-0.007,14.3,12.94
7/04/2016,1:00:00,5.1,1.5,1.2,97.1,E,55.6,5.9,1,70.5,ENE,85.3,0.5,0,15.8,-0.011,13.3,12.92
7/04/2016,2:00:00,3.5,1.9,1,149.6,SSE,44.7,4.7,1.5,11.8,NNE,88,0.5,0,14.6,-0.01,12.6,12.9
7/04/2016,3:00:00,3.7,1.7,1.2,110.2,ESE,70.3,4.7,0.9,30.4,NNE,91.7,0.5,0,14.1,-0.012,12.8,12.86
7/04/2016,4:00:00,3.3,1.4,1,250.2,WSW,67.5,3.5,0.9,273.6,W,92.3,0.5,0,12.6,-0.013,11.4,12.84
7/04/2016,5:00:00,2.5,1.4,0.8,234.8,SW,61.2,3.5,0.9,250.6,WSW,94.6,0.5,0,11.8,-0.013,11,12.81
7/04/2016,6:00:00,3,0.9,0.7,181.4,S,85,3.5,0.2,154.7,SSE,95.3,0.6,0,11.3,-0.014,10.6,12.79
7/04/2016,7:00:00,2.6,0.8,0.8,238.5,WSW,55.4,3.5,0.6,249,WSW,96.3,55.3,0,12.1,-0.019,11.4,12.79
7/04/2016,8:00:00,8.1,2.8,1.9,192.5,SSW,60.1,10.6,1.6,162.3,SSE,93.4,253.4,0,18,0.116,16.8,13.81
7/04/2016,9:00:00,13.7,9.5,1.8,128,SE,22.5,18.9,8.8,126.8,SE,85.2,476.4,0,21.6,0.261,19,13.81
7/04/2016,10:00:00,12.5,7,2.4,126.8,SE,39.5,18.9,5.8,120.3,ESE,71.6,664.9,0,24.7,0.429,19.2,13.79
7/04/2016,11:00:00,10.9,5.7,2.5,120.3,ESE,60.8,14.2,4,81.7,E,60,802.8,0,27.8,0.569,19.4,13.79
7/04/2016,12:00:00,12.5,5.9,2.6,167.2,SSE,90.8,17.8,1.6,42.1,NE,53.2,867.2,0,30,0.645,19.4,13.79
7/04/2016,13:00:00,13.1,7,2.8,232.4,SW,68.3,17.8,4.2,264.1,W,48.5,855.8,0,30.9,0.655,18.8,13.79
7/04/2016,14:00:00,11.7,6.1,2.6,219.9,SW,85.8,14.2,2.3,314.9,NW,42.2,774,0,32.3,0.615,17.8,13.77
7/04/2016,15:00:00,16,7.1,3.5,223.2,SW,53.7,21.3,5.5,243.5,WSW,39.5,624.5,0,33,0.526,17.4,13.77
7/04/2016,16:00:00,18.2,9.2,3.6,272.6,W,34.5,26,8,278.4,W,39.1,426.2,0,32.9,0.408,17.1,13.77
7/04/2016,17:00:00,11.4,7.6,1.8,263,W,39.9,14.2,6,267,W,40.1,209.5,0,32.3,0.243,17,13.69
7/04/2016,18:00:00,11,4.8,3.1,297.5,WNW,29.9,13,4.3,300.5,WNW,42.6,33.7,0,30.6,0.095,16.5,13.04
7/04/2016,19:00:00,5.9,3.4,1.3,268.8,W,39,7.1,2.8,260.4,W,53.1,0.5,0,25.9,0.021,15.6,13.02
7/04/2016,20:00:00,8.6,6,1.4,192.1,SSW,16,10.6,5.8,190.5,S,56,0.5,0,25,0.045,15.6,13
7/04/2016,21:00:00,5.4,3.5,0.9,200.1,SSW,23.3,7.1,3.3,196.4,SSW,61.8,0.5,0,23.5,0.016,15.8,12.98
7/04/2016,22:00:00,5.4,4.1,0.7,249.9,WSW,9.8,5.9,4,249.5,WSW,68.9,0.5,0,20.9,0.012,15,12.98
7/04/2016,23:00:00,11.2,4.6,3.1,226.5,SW,64.1,16.6,3.3,305.7,NW,68.9,0.5,0,20.2,0.014,14.3,12.96
8/04/2016,0:00:00,11.5,7.7,1.3,266.9,W,10.6,15.4,7.6,267.3,W,71.8,0.5,0,20.7,0.031,15.4,12.94
8/04/2016,1:00:00,16.9,9.3,3.3,229.7,SW,14.5,20.1,9,226.7,SW,81.5,0.5,0,21.4,0.022,18.1,12.92
8/04/2016,2:00:00,13.4,7.7,2.4,216.7,SW,11,15.4,7.5,218.7,SW,85,0.5,0,21.1,0.011,18.5,12.9
8/04/2016,3:00:00,7.6,5.1,1.2,214.8,SW,13.1,9.5,5,213.7,SSW,88.9,0.5,0,20,-0.001,18.1,12.88
8/04/2016,4:00:00,7.5,4.7,1.2,235.3,SW,15.6,10.6,4.6,234.5,SW,91.4,0.5,0,18.8,-0.005,17.4,12.86
8/04/2016,5:00:00,9.8,5.9,1.7,224.5,SW,15.2,11.8,5.7,225.6,SW,91.2,0.5,0,19,-0.003,17.5,12.84
8/04/2016,6:00:00,6.9,4.4,1.5,175.3,S,27.2,8.3,3.9,180.6,S,92.4,0.7,0,18.2,-0.006,17,12.82
8/04/2016,7:00:00,2.5,1.2,0.7,230.9,SW,88.4,3.5,0.3,294.4,WNW,94.3,28.3,0,17.3,-0.032,16.3,12.81
8/04/2016,8:00:00,4.3,2,1,172.3,S,76,7.1,1.1,151.4,SSE,86.8,252.7,0,21,0.129,18.7,13.28
8/04/2016,9:00:00,7.2,3.9,1.6,136.5,SE,48.7,11.8,3,137.9,SE,78.2,376.2,0,23.5,0.24,19.5,13.79
8/04/2016,10:00:00,11.2,5,2.4,123.7,ESE,56.4,14.2,3.6,107.7,ESE,70.6,570.9,0,25.7,0.387,20,13.79
8/04/2016,11:00:00,9.4,5.7,1.9,133.5,SE,68.7,14.2,3.2,46.9,NE,63.8,670.1,0,27.3,0.479,19.9,13.79
8/04/2016,12:00:00,12.8,6.1,2.3,187.8,S,84.8,15.4,2.1,345.3,NNW,59.7,843.5,0,28.5,0.605,19.9,13.79
